Mean,Max
0.144462818867196,0.316183772123674
0.0902501071139401,0.16651714471964
0.0896669774855837,0.141449882427953
0.239747177494173,0.503125733613822
0.22763715899273,0.488838329758833
0.0631025905085096,0.0997074069142037
0.0994057313588074,0.178325376928915
0.122180596814271,0.243384175374692
0.177184834872339,0.430744131293621
0.206410771479631,0.36589023593806
0.146147621330459,0.208207161772681
0.156366765017238,0.241340141993894
0.116784512689225,0.226422701978263
0.106125760284451,0.205831266457015
0.0754557275430861,0.147954561905494
0.105450148757878,0.193984244896557
0.214604952760125,0.426737207188322
0.0593035994359115,0.141686196445145
0.138061598935676,0.353180692755023
0.121477740671237,0.258430493511802
0.138379271270598,0.252761625959903
0.15794114082701,0.349455304742318
0.149535831096616,0.330272230017698
0.108607401035671,0.191692079170979
0.0777943787554412,0.135934577762247
0.134659892606487,0.17961263063807
0.0510983775855034,0.132993024074934
0.128068399709001,0.246920981602337
0.0783311985152698,0.144045343764438
0.184935335040508,0.388358254889292
0.178764379313293,0.384787647617728
0.185059685597705,0.402460654973174
0.17302814686408,0.388545687806782
0.211624869737522,0.489183153663816
0.150465253642772,0.279895235055595
0.289932509273295,0.714527003772521
0.274404165774983,0.504184625627309
0.15983165419086,0.328742358358432
0.236711840779441,0.403932686447362
0.254272677950422,0.457133098282438
0.173757524151517,0.338588675454574
0.0966144492812812,0.150241108132386
0.10142992409217,0.189595419829439
0.0749192652536278,0.182299623016704
0.113616817728933,0.208274506573012
0.214629764139164,0.361727189559559
0.248255193014272,0.345608276262297
0.249844948765424,0.416193731787613
0.146453281452255,0.29181216964874
0.236806830876783,0.346155885267525
0.139110627911382,0.220197393603911
0.20695732582584,0.348651176164193
0.213895330990013,0.45456393020502
0.215457638479883,0.42098183236856
0.198427272599512,0.400814049911105
0.270630543695773,0.529201388533404
0.132118173744419,0.209355308768837
0.160182404804368,0.21720757008181
0.139879997038039,0.311577299504639
0.194821339012114,0.5032104881142
0.223966924895767,0.41799549991422
0.200681436219906,0.240047926484073
0.0921694584466407,0.171194711760807
0.127596481112756,0.24500671259169
0.355679171508964,0.677000603998324
0.264763787670121,0.553533227235363
0.131992588107057,0.196990851121696
0.164217686493813,0.357241752010912
0.0550386696846859,0.125359264872466
0.0706361938134037,0.137338267280828
0.070575803982761,0.177129862351177
0.0652103300973859,0.147220494833555
0.223925704457581,0.493393018207413
0.164149617607384,0.375711901626203
0.111365370913391,0.182282737255672
0.106196795857627,0.206149774570731
0.171952776151368,0.34685681001933
0.153253241200405,0.237401280618546
0.157546002940245,0.287652064200707
0.156280898292773,0.355173152812494
0.190016352001281,0.357391608960068
0.252799363665084,0.526619723348249
0.120169365378755,0.236543080301767
0.129137593788243,0.156047358713688
0.130970069035677,0.266390301103272
0.0844015294378291,0.185836860046298
0.120987071369425,0.184962945528471
0.136854811355614,0.198126149166888
0.197677676438481,0.296988750185404
0.12750418192424,0.180755288189538
0.120859672599656,0.1893645775147
0.140759054170379,0.228303524966278
0.184101833548363,0.216452018119313
0.156882476567531,0.21155191738213
0.103053157942655,0.163937122560254
0.110483674707508,0.190908441763365
0.0978483662594847,0.234900513375882
0.133009201052456,0.292064861233463
0.176482609783,0.369193285383238
0.199286576236904,0.356948105605641
0.0799258938714011,0.160543636211095
0.0807704676934866,0.165760010009565
0.131172140973852,0.252673369021174
0.168162738735413,0.305625652643537
0.100976408768532,0.17367227568975
0.0497649392978893,0.0954550626226509
0.0912809921669372,0.155042058511783
0.141073805486285,0.300598005327169
0.1503556527528,0.17519826088333
0.101014415387175,0.211650582058939
0.133084106281518,0.226611346510683
0.187092918476261,0.298374590715592
0.106886511649201,0.178956795711578
0.167576599722792,0.259800425784599
0.143521836799458,0.23731323242921
0.125091742555433,0.21681559920276
0.146322074596619,0.204442309711243
0.142255190403693,0.261501867619893
0.193432649341515,0.349546865590058
0.296155177645401,0.412080490581141
0.246022095315979,0.321404470087556
0.1650903714105,0.197068202670183
0.199759828563969,0.297888793340064
0.156712503616069,0.225705003214783
0.192444149834631,0.288831713197055
0.277735635797934,0.325162513159948
0.200369977499691,0.269992386725667
0.287326366684753,0.433714780030295
0.236724568049503,0.392302630444807
0.128412322660745,0.28200707872995
0.0821391674891439,0.199944640267723
0.135388909783587,0.219179394574273
0.108280274462795,0.203956421339526
0.140995243994664,0.351310699899284
0.132355312211477,0.334241308267062
0.120559622474032,0.32780308991187
0.205661719563224,0.390928486327358
0.249412571532547,0.321512119020351
0.26551296022605,0.405428803042709
0.233462693567168,0.365842183193893
0.0913514934266864,0.148178352261449
0.0728911619742881,0.10129976550965
0.14760833942551,0.25176830815382
0.19993712648551,0.404402694321387
0.133770056482079,0.293739697148637
0.0806146793063649,0.186256223541321
0.102403980046341,0.250932039565226
0.0620312799275136,0.118280356606677
0.112684669009022,0.207585959787752
0.11295188129712,0.235344142541814
0.0936277779169089,0.196200149269919
0.0962672732461475,0.231808102308563
0.244499094756152,0.320070755872471
0.253696381335716,0.32067057577152
0.109214322737013,0.209418020312365
0.0589300682632598,0.12564799410566
0.0574862124250909,0.170377105478794
0.0908139651012025,0.216943941752821
0.0682600652125381,0.126034673642319
0.113152361040063,0.234796889427625
0.163379227564556,0.265450706160329
0.251202197857825,0.396763663294103
0.215502315776028,0.313278080325065
0.201134832166847,0.313306233514096
0.283588890480166,0.434937892671477
0.322056716038598,0.480593936873279
0.283571165996867,0.401759331682596
0.298329056716956,0.382539479509496
0.270396697486389,0.362653773790295
0.0665375641152009,0.133177677604606
0.219487718191724,0.38756374701151
0.243774045990659,0.425157657021188
0.280841519763449,0.4213133793227
0.348572534304046,0.46444417109649
0.343397002574423,0.495666990219158
0.312247763278465,0.537046072891611
0.348162326655374,0.45156677970587
0.352217214495241,0.452363301892098
0.339222060576975,0.622282195338256
0.284647943153679,0.534236175538757
0.244916643144789,0.41802483638153
0.307466187480039,0.487602314540069
0.141449940848833,0.286389571353634
0.125495562924516,0.301952518167568
0.136293174019172,0.301366052129914
0.148183579497428,0.35093878259805
0.164465842409024,0.386858651697076
0.164204499593571,0.41794522056216
0.134601174752534,0.332824989355154
0.165687603837165,0.339228356135971
0.169356556394262,0.406372388800134
0.135631084715258,0.353182271185522
0.171491885401221,0.334922754731365
0.298331152403497,0.509181558949472
0.300568404261266,0.552614624190458
0.410593579221253,0.5336926261442
0.23997490502125,0.461308604368928
0.120370186211438,0.284143572034567
0.111638247838322,0.268203724832153
0.208012813921753,0.423573279249733
0.323412349186626,0.658501165164622
0.277722654155938,0.587990365300908
0.267706171871377,0.514361994192413
0.207691480652684,0.448461974935853
0.247193371000849,0.566855669155522
0.317507564707345,0.647576032178864
0.369871160453592,0.547480849934235
0.451586617416715,0.64757609496089
0.178958740156921,0.259723187012795
0.188345445416221,0.395739365255888
0.223365244888924,0.485938849317023
0.196808717626011,0.367168784708572
0.285421239193,0.348369727114777
0.331189530307127,0.613212228853649
0.323483691588307,0.698564598194719
0.310627819162697,0.44362173928332
0.322097876400449,0.513052310570428
0.354061508642729,0.698777177977903
0.434489977449858,0.660646829965318
0.336404540068984,0.574016286693879
0.153979787117073,0.33069940668663
0.174349978435226,0.332396038869937
0.186381406252435,0.387965787734988
0.257284522842366,0.534035155895522
0.226066228902229,0.477834308907396
0.180714692749178,0.448332972158085
0.125356438786498,0.312648144515529
0.148313001644006,0.406163004779038
0.190839062996021,0.490632022389302
0.193591909066244,0.478561752555688
0.175941206061419,0.437782241763388
0.160139815422235,0.419012942898896
0.189480033310522,0.504724176652064
0.195097453724654,0.463765490785354
0.389864656368818,0.57639804279563
0.288978134535191,0.345445987129312
0.318404990990568,0.40709506281132
0.519174241707218,0.735580390365634
0.499932894670014,0.67048378780655
0.512756899474534,0.800028167888483
0.145889021594275,0.303452071100762
0.449609212443152,0.585931172542052
0.529433953415662,0.567134038638936
0,0
